"taxa","stool.day0.R1_count","stool.day3.R1_count","stool.day6.R1_count","stool.day14.R1_count","stool.day28.R1_count","stool.day0.R2_count","stool.day3.R2_count","stool.day6.R2_count","stool.day14.R2_count","stool.day28.R2_count","stool.day0.R3_count","stool.day3.R3_count","stool.day6.R3_count","stool.day14.R3_count","stool.day28.R3_count","stool.day0.R4_count","stool.day3.R4_count","stool.day6.R4_count","stool.day14.R4_count","stool.day28.R4_count","stool.day0.R5_count","stool.day3.R5_count","stool.day6.R5_count","stool.day14.R5_count","stool.day28.R5_count","stool.day0.R6_count","stool.day3.R6_count","stool.day6.R6_count","stool.day14.R6_count","stool.day28.R6_count","stool.day0.R7_count","stool.day3.R7_count","stool.day6.R7_count","stool.day14.R7_count","stool.day28.R7_count","stool.day0.R8_count","stool.day3.R8_count","stool.day6.R8_count","stool.day14.R8_count","stool.day28.R8_count"
"Methylobacillus",2.72969604883035,2.29823968419707,3.23482212161439,3.22270025669749,2.79182094192175,3.15720967306888,3.25347661835465,2.64911693934865,2.94987030632214,3.1595123763256,2.88041071300207,2.35376181092781,3.09223774815984,2.6787031027762,1.98740961526021,3.08256922561914,3.09934403402321,3.0795831555438,3.02615449967674,2.76706754503653,3.30084924850213,2.34541422560862,2.93071616396223,3.65025396097288,2.7190685214902,3.4348554801985,3.12707760263479,2.93075529292733,3.73452528311761,3.1676800232011,3.08019276358896,3.09280698158229,2.3416003586476,2.51335688414525,3.47411655272396,3.25997252599243,3.22895802565424,2.06841598140592,2.8652166831691,3.37417186353771
"Methanosphaera",-0.142378962210375,0.00517472763485594,0.0209294287448376,-0.102367971056359,-0.0188351618023077,-0.276359241899829,-0.0354213416486839,0.0837251824722376,-0.0784684337069022,-0.170231185015843,-0.312796438265048,0.152516287316916,0.162671261164748,0.411204301678831,-0.429963456612302,-0.314627728004592,-0.052741929509474,0.202696242904968,0.177183684037821,-0.242413502836485,-0.597345185958081,0.187317747274966,0.0561535305011778,-0.250062002332013,-0.00890995474597578,-0.237705561415795,0.301326500877756,0.420717238576788,-0.24521206319143,-0.213031840965424,-0.325813479142273,0.310478642778056,0.899260863368638,-0.326274534976038,-0.0301276454345137,0.0565304300220044,0.462364868341066,1.20210620992376,-0.327200517287802,-0.374069009601882
"Polaromonas",-0.268429478987859,-0.349796191682018,0.297877695645702,-0.178483922196328,0.0324366421365214,-0.312776638920079,-0.186309664114269,-0.292671251092669,0.0210612154174221,0.104408995262832,-0.439579878675769,-0.0756175676893083,0.150141495856172,-0.751171490223838,0.318146279309012,-0.263186207559008,0.289603395881302,0.342783329580471,-0.291492113185368,-0.298137210367599,-0.311757109304079,-0.00695365557764838,-0.217456712710439,-0.00397833388712865,-0.249994000106908,0.190149545768121,0.334583703178271,0.347127596421251,0.191210426744382,0.161062837983682,0.132693938677551,0.270385814306562,0.626101810437032,-0.0800924635039184,0.336596070740642,-0.0140875895137187,0.208257509875152,0.171258304113062,-0.374504618103098,0.440589490065921
"Caldanaerobacter",5.17315903982071,5.4490770241799,5.0461447673295,5.04882285600624,4.94252677714455,5.14761592880043,5.07682291001391,5.31704151603693,5.65321084935528,4.96503836098763,5.11247599141408,5.574133649865,5.14941758052308,5.460020880647,3.31302808138177,5.42778689877798,5.27160475960463,5.16681770120343,5.4213579854873,5.33369328453183,5.03150331122474,5.50628213248162,4.98926038322154,4.90519537820991,4.96352937393338,5.16130342333606,5.17559088377126,5.1140172704122,4.54413381239002,4.80174731950975,4.90326333025846,5.17161239398868,5.54129283203758,5.5894243095169,4.52769295827942,4.90610210093528,5.13480182213884,5.41358803381763,5.43465530587621,4.95617743710523
"Alkalilimnicola",0.0880301577660489,0.198452933377995,-0.0925757388357997,-0.070235917424418,-0.354429445826444,0.0177187871785489,0.110147261034725,-0.0177311354318697,0.152846259942682,0.0642533705896562,-0.0240904189409312,-0.156201935367225,-0.0911078350244394,-0.0273126359698281,-0.0600313615886034,0.039099484969549,-0.208202685190595,-0.0633720263201196,0.107583653535172,0.346553294496726,-0.000238864488971036,-0.105131363380115,0.0140025332334206,-0.128437727848918,0.000922558750496183,0.0801797310558787,0.0316512235132147,-0.0100910840845096,0.0293194785565718,0.364475690373677,-0.082559523228201,-0.0420124982846752,-0.17237154004266,-0.565179431603338,0.205477593852026,0.0360801715121788,0.075056709617825,-0.19919752511245,0.139149837308222,0.369509963329516
"Candidatus_Riesia",0.187231976343769,0.355367308862573,0.238284688705217,0.219483214225496,0.25499452031739,0.331837722590959,0.312581812152326,0.18927864033545,0.302615762252131,0.288837827785841,0.255579459455719,0.124663770924763,0.198053684244946,0.16879399102212,0.0800080267579831,0.560840221917738,0.271784252103229,0.20031589458479,0.238867075366964,0.251132722569956,0.318511445736729,0.132014884657763,0.216608269145979,0.573185332944803,0.150328991727605,0.243958750571534,0.286992191693871,0.26442078723369,0.65335457696494,0.240806493153426,0.289056687860738,0.278575000655779,0.101843939012058,0.165362283728097,0.151147665550887,0.262639762140026,0.137910365739513,0.177944473107319,0.326445740683544,0.181487112879859
"Teredinibacter",-0.562518797361893,0.527996490051895,0.0863048677982627,-0.480964500000841,-0.735628726336628,-0.295308553224863,-0.0718320093586344,0.597018330027723,0.610242008177779,0.273921160594002,-0.247997562005753,0.817162919292685,0.537564292254803,0.297696616525609,-0.776585026321838,0.0885915911994575,-0.192870406669285,0.291084234953983,0.315955534191759,-0.545696219722619,-0.282172308991663,0.214590449685165,-0.590820954845557,-0.143917878107231,0.101123287829622,0.0115710721671975,0.0802445172613551,0.0553006754445828,-0.253496605418701,0.126434586490592,-0.597555082228553,0.194617272095606,0.907463515814683,-1.28987818834955,0.283174588339471,-0.252197040610892,0.0132877846342252,0.657659966650563,0.239571931895389,-0.00913783382192879
"Herminiimonas",0.178165908495189,-0.222756615539334,0.475581949756802,-0.311391405719474,-0.397316715735611,-0.155898870093041,-0.0695124245746843,0.340137732522422,-0.0988061533757443,-0.159899577963371,-0.222280863734451,0.0579016615967758,0.406558250086392,-0.254674666767314,-0.452769979632691,-0.629838146636721,0.199074728558486,0.214209064062692,-0.158006309460054,-0.166001098396481,-0.572782406868591,0.00444742989321556,-0.239722043522938,-0.0702420124367347,-0.070168629415801,0.0207857784764691,0.368136451386596,0.168979129899832,0.0672273584388456,0.0820753494841089,0.315578530816129,0.338504322180256,0.164721788620522,0.489356525868816,-0.084529144051551,0.015891482968819,0.149804081292856,-0.0855421620135175,0.281523882723616,0.0834778188092589
"Capnocytophaga",6.70453120935974,5.98775117278033,6.40658707740892,6.92981424521705,6.01384947257549,6.67671060147436,6.79658746241663,6.28246940292154,6.81536573230213,6.33324186229473,6.44526426348368,5.80462804503415,6.33411459189205,5.89242393746365,6.41632734310427,7.07710873873767,6.36026108811315,6.26937405343963,6.98773589745614,5.36092682128451,7.04112570908017,5.73477250989901,6.00269691864885,7.93887034956931,5.68639961403058,6.71105942551394,6.57501353117152,6.11535321852002,6.783663787775,6.15282660425571,6.49296203669188,6.53924921057724,5.15295073256245,4.82747322066526,6.5390758024174,6.58007954442836,6.3088453206841,5.0908649520004,5.9351491068557,6.03869493587917
"Thermodesulfovibrio",-0.430018103121206,0.0425679406497623,0.0625518252598607,0.311824883245718,-0.327284234728808,-0.444714160787756,-0.0352323299553878,0.0890290422000906,-0.0141231305532024,-0.223439217502598,-0.128884711541986,0.175636242551082,0.00834072615411063,0.228914950200177,-0.988142341974368,-0.287560258979476,0.289263638179432,0.138579842952141,0.165763094375118,-0.135248037187277,-0.622844987496412,0.720410933182952,0.241445479311311,-0.0354807923299644,-0.194802585435448,-0.579097045953105,0.0206116540094523,1.15138925579472,-0.188266644299943,-0.135012455567271,0.346783820542844,0.0345404840698122,1.14480055834821,-0.56967918082134,-0.464556892555225,-0.170245915504496,0.298440208004552,0.841933540166701,-0.0781494567708834,-0.260045636131895
