"","stool.day6.R1_count","stool.day3.R3_count","stool.day6.R8_count","stool.day28.R8_count","stool.day3.R7_count","stool.day3.R2_count","stool.day28.R4_count","stool.day28.R2_count","stool.day6.R4_count","stool.day0.R6_count","stool.day0.R8_count","stool.day6.R5_count","stool.day0.R2_count","stool.day14.R5_count","stool.day6.R7_count","stool.day14.R3_count","stool.day28.R3_count","stool.day0.R4_count","stool.day3.R8_count","stool.day14.R6_count","stool.day28.R6_count","stool.day6.R2_count","stool.day14.R2_count","stool.day14.R1_count","stool.day3.R1_count","stool.day14.R8_count","stool.day0.R5_count","stool.day3.R5_count","stool.day14.R4_count","stool.day28.R1_count","stool.day0.R3_count","stool.day6.R6_count","stool.day3.R6_count","stool.day0.R1_count","stool.day0.R7_count","stool.day28.R7_count","stool.day14.R7_count","stool.day3.R4_count","stool.day6.R3_count","stool.day28.R5_count"
"Pediococcus_acidilactici",0.000372394974752376,0.000311213766733949,0.000156667415628269,0.000686763871294054,0.00031077397393483,0.000275365079474242,0.00033701513244013,0.000818576531110066,0.000448039671650607,0.000209585285584143,0.000326457080362987,0.000386297029713755,0.00051912376861599,0.000770025609943592,0.000251070106151036,0.00093798736657347,0.00146787290196608,0.000309458323195952,0.000215574153817046,0.00115661600707192,0.00068509068519165,0.00026334591454613,0.000816483899946773,0.00107883345202417,0.000308191174353245,0.000892620394726092,0.000205645141219404,0.000331349093797221,0.000429128384212809,0.000755573392859609,0.000456702166189276,0.000421026764679592,0.000486765510952051,0.000528750608677802,0.000331063236454599,0.00101418341473969,0.000648113679589541,0.000438524365876709,0.000254502936441647,0.000659220628459219
"Paenibacillus_elgii",1.18886725554508e-05,0,0,0,0,0,6.17447008508161e-06,0,1.64733375376139e-05,1.23024123922914e-05,0,6.7990997175409e-06,1.24290206207681e-05,1.492748623784e-05,0,1.18411775723905e-05,0,0,1.81472233040409e-05,6.71487666368716e-06,0,6.7815410150354e-06,0,1.01288844908458e-05,0,1.10712247609854e-05,0,7.46724603686845e-06,1.81729258416048e-05,0,2.55898843295861e-05,1.10897143220591e-05,5.48168840960179e-06,1.16759469376356e-05,6.95244347892735e-06,8.10023292938514e-06,8.86852814295465e-06,1.29980163520607e-05,0,0
"Brevibacillus_laterosporus",2.34398307701262e-05,7.78072137404978e-06,0,0,6.88161725163973e-06,1.18543668965025e-05,0,0,1.64733375376139e-05,0,0,1.34908672851055e-05,1.85045047869091e-05,0,0,5.96449604378078e-06,0,1.74760281286151e-05,6.13980346598658e-06,1.33292048584141e-05,0,0,0,0,0,1.10712247609854e-05,0,1.48038454497659e-05,0,7.95566405987985e-06,8.6984310367376e-06,5.58438895059977e-06,5.48168840960179e-06,1.73874764046744e-05,0,8.10023292938514e-06,0,6.55132223090919e-06,1.0890787651822e-05,8.97866729454569e-06
"Cytophaga_sp._I-1789",5.98775375777267e-06,2.29350722995133e-05,0,4.9439346475055e-05,5.20665452613677e-05,6.12179827277451e-05,2.41866942641626e-05,6.89987225324849e-05,4.24823230409615e-05,3.58358533367627e-05,5.89675103332581e-05,4.54513162701682e-05,4.75959286938785e-05,7.64733808973716e-05,1.46005804205314e-05,4.53925461362956e-05,0,7.06860005414657e-05,1.21879796903891e-05,2.62679538418993e-05,6.4896203070132e-05,2.0017377846542e-05,6.51656210532576e-05,2.00306090403813e-05,0.00011814376652137,1.65012632833502e-05,0.000104905194605071,4.96767350882016e-05,2.69461718673426e-05,3.10639833122402e-05,2.55898843295861e-05,4.25788391234474e-05,5.16865207462503e-05,8.49990142160433e-05,5.26295497419281e-05,8.10023292938514e-06,0,4.96550121039579e-05,8.85448282575679e-05,3.05765553533137e-05
"Thermus_sp._DT",2.34398307701262e-05,1.54241585918031e-05,8.89741327421392e-06,1.15011753103381e-05,6.88161725163973e-06,5.97134463499314e-06,1.22621550455589e-05,7.38858151822615e-06,0,6.19810221478088e-06,1.69794919857413e-05,1.34908672851055e-05,6.26179018288438e-06,0,1.46005804205314e-05,2.89692774505716e-05,0,1.17365497590581e-05,6.13980346598658e-06,0,0,2.0017377846542e-05,0,2.97151395594451e-05,1.34583890869766e-05,5.57140922167365e-06,2.05826584264867e-05,7.46724603686845e-06,1.81729258416048e-05,0,0,5.58438895059977e-06,5.48168840960179e-06,3.94448367091997e-05,6.95244347892735e-06,8.10023292938514e-06,0,1.29980163520607e-05,0,0
"Synechococcus_sp._CC9902",0.000413704136032198,0.000337211487163077,0.000329753906759679,0.000353056226889992,0.000447709579977559,0.000409531312973844,0.000712247640181438,0.000322747162643884,0.000348508886553152,0.000369935471397646,0.000308412388504761,0.00034281060323032,0.000432708747332744,0.000409658194434115,0.000435868022875433,0.000594335012521415,0.000138089046265037,0.000374308581083171,0.000385306075784234,0.000359394420965487,0.000389702926350455,0.000455291870531287,0.000376058711638609,0.000448833812943768,0.000480467172030938,0.000435885301693033,0.000448312265294543,0.000486697619349492,0.000665316047915095,0.000300528696228682,0.000349191329879867,0.000411383634430301,0.0004650911890212,0.000394345041842955,0.000414319845434614,0.000333870630311378,0.000118825567446628,0.000368087003099264,0.000399380499863286,0.000428981479337317
"uncultured_Verrucomicrobia_bacterium",0.000483703348699355,0.000573138644744427,0.000530833610982779,0,0.000775885505011135,0.000572868808785385,0.000123592301157002,0,0.000515486784113847,0.00105162627700381,0.000479031844747575,0.000297756813262425,0.000576805447627182,1.492748623784e-05,0.000905445997830192,0.000542276795316491,0,0.000462509622063564,0.000515124048358299,2.62679538418993e-05,3.12707666376377e-05,0.00052366341511827,6.51656210532576e-05,0.000256816245282492,0.00132258223504128,1.10712247609854e-05,0.00043641567454811,0.000667860413451901,0.000508416814538081,0,0.00027188295241459,0.000457372203405265,0.000689522155739189,0.00107383500513582,0.000860280758761554,8.10023292938514e-06,1.75816890058304e-05,0.000420288425462245,0.000535356705060121,9.98545001896739e-05
"Thermococcus_kodakarensis",0.00026208842432285,0.000254010688608531,0.000321279601939381,0.000319055355730527,0.000326717960922391,0.000351822467327684,0.000369999918422207,0.000206227804738346,0.000370969448702276,0.000313774643914892,0.000367110628177786,0.000304493726592131,0.000287093811802084,0.000309085242946039,0.000363015840824148,0.000290194717434597,0.000201061097917266,0.000357873885356476,0.000328965099867441,0.000291443930940661,0.000285517375518568,0.000294523215851911,0.000178579372441897,0.000262506645315697,0.000390190098090562,0.000232272196640234,0.000486347186322337,0.000276650408606775,0.00031087214910636,0.000144471872538827,0.000276558249319894,0.000263486566132975,0.000286393448119646,0.000295271202729503,0.000387442276160783,0.000267683799377207,3.45630378020263e-05,0.000368087003099264,0.000265840886360989,0.000233573367611987
"Methylovorus_glucosotrophus",0.000339715808246508,0.000340801288361557,0.000471588459322904,0.000513840933470625,0.000329833671587315,0.000422219039686713,0.000518636998345949,0.00043312740054707,0.000357647628875501,0.000389428918415018,0.000463345423351848,0.000428237724466495,0.000358563909215199,0.000438658307056186,0.000402442845757711,0.000432776666827829,0.000125790375883519,0.000415736778352026,0.000480728099582162,0.000399505020187102,0.00046043720706495,0.0004150560204338,0.000468680945846012,0.000330493533652422,0.000607931589472419,0.00047827297163748,0.000542162888475091,0.000472290692628429,0.000415210328630626,0.000463228175123409,0.000333160743303197,0.000403493164000844,0.000307319893672271,0.000441797310205102,0.000411708498264569,0.000423933407809273,0.000502253459043559,0.000340637877680449,0.000325322159666576,0.000445611019951911
"Geobacillus_anatolicus",0.000836833247016375,0.000692940631313698,0.000633613771162246,0.0013808323049456,0.000848516612630488,0.000795998435429441,0.00128703847570181,0.001374998766084,0.000869590813184759,0.000825272063220581,0.000847853148544699,0.00107544000562778,0.000946333284592789,0.000942074437210638,0.000623648847739234,0.00143424660292182,0.00122081700845928,0.000882694044884054,0.000902635428654944,0.000760621170829945,0.00121673904324696,0.00075410306624222,0.00171803111349938,0.00134819902009315,0.001042563416749,0.00150336824430598,0.000784867491660297,0.000913553967380245,0.00123708388047453,0.00152828517747746,0.000703266403790094,0.000975318740118867,0.000884341176749676,0.00104133526681992,0.000805797118189603,0.00117833881555533,0.00153319749143424,0.000932078321632231,0.000748055155926009,0.00115567777246937
"Anabaena_sp._18B6",5.98775375777267e-06,0,0,0,0,5.97134463499314e-06,6.17447008508161e-06,0,5.56814481502015e-06,0,5.74176211299945e-06,0,1.24290206207681e-05,0,0,0,0,0,0,0,5.38537229595693e-06,6.7815410150354e-06,0,0,1.34583890869766e-05,0,0,7.46724603686845e-06,0,0,0,0,5.48168840960179e-06,1.16759469376356e-05,0,0,0,0,5.48339448620978e-06,0
"[Ruminococcus]_obeum",0.000959741699030821,0.00094087924321193,0.000771353597833135,0.00115317041476792,0.000898734758045056,0.000917054746149073,0.00117039527091912,0.00118241470352863,0.00100450343481006,0.000912763623738949,0.000997686216987102,0.000994432929833122,0.00106572827411119,0.000406650434650277,0.000772376714555929,0.00128045502945734,3.0645012567756e-05,0.000926829695696702,0.000915763040940014,0.000377032442454541,0.000937845359760607,0.000896189433046278,0.00129759894568411,0.00105880573443664,0.000946457283434788,0.00115396746529097,0.000895764017904812,0.000991193068801295,0.00117296502246754,0.00123639256261929,0.00090572641374645,0.000909619738294587,0.000919730156399432,0.000973211939030815,0.000988220526286212,0.000687523365310596,0.00128930103705004,0.00099569718528494,0.000951499628989199,0.001014363110468
"Thermotoga_naphthophila",0.000506914834501383,0.000603420194135841,0.000643887123538913,0.000621915701753968,0.000629105851937275,0.000483796667626423,0.000634873614025032,0.000581918448047312,0.000604403574386744,0.000554903820037996,0.000721225546611136,0.000608479534381112,0.000474265358123932,0.000378615209202588,0.000618436339433179,0.000739371234130273,0.000483171031843674,0.000499317911903277,0.000635814355026721,0.000365352358068705,0.000602378256626011,0.000575581132723972,0.000734935290550683,0.000579460283171731,0.00057023235115396,0.000624467483946371,0.000492706031834148,0.000573772916687553,0.000618257059434455,0.000621385013728538,0.000414804061496548,0.000652430874395903,0.000654929615897777,0.000548548796956453,0.000519623911064045,0.000496065232943843,0.000536876014153964,0.000484800482741293,0.000555812615741236,0.000590435283973592
"Streptomyces_anulatus",4.56026457819463e-05,3.03179797282713e-05,8.89741327421392e-06,3.35984398045956e-05,3.33079450576456e-05,5.07655472957421e-05,2.41866942641626e-05,1.46594604662809e-05,4.74838780001542e-05,0,2.79046702579947e-05,3.29547819243156e-05,1.85045047869091e-05,7.5269221717915e-06,4.23860128638107e-05,2.89692774505716e-05,0,2.31329402145634e-05,3.5516587265977e-05,0,2.11176876213471e-05,2.0017377846542e-05,0,3.91918001783643e-05,2.00263976659391e-05,5.57140922167365e-06,1.38364994061402e-05,4.96767350882016e-05,3.55230923111329e-05,0,8.6984310367376e-06,6.22386305364923e-05,5.16865207462503e-05,2.85695057645258e-05,2.71421006388158e-05,8.10023292938514e-06,0,3.17424703870894e-05,6.12034844306499e-05,1.77590787139773e-05
"Staphylococcus_pseudintermedius",2.90947263511407e-05,2.29350722995133e-05,5.08314774615928e-05,1.71356036014819e-05,2.03076897808453e-05,2.33656322184199e-05,3.00280694942896e-05,2.1816328198958e-05,2.70842442303215e-05,3.00799450412743e-05,2.79046702579947e-05,1.34908672851055e-05,1.85045047869091e-05,2.93660268126043e-05,2.87189736741835e-05,4.53925461362956e-05,3.0645012567756e-05,2.31329402145634e-05,6.13980346598658e-06,1.33292048584141e-05,5.38537229595693e-06,2.64785629339553e-05,2.55525415534897e-05,7.51866349250353e-05,2.64914470833916e-05,2.71589379158708e-05,2.72190743152819e-05,2.20142913163521e-05,3.1258622096686e-05,0,4.18494123767221e-05,8.09521148904629e-05,3.68735994962828e-05,2.30179057017046e-05,2.05199222770609e-05,1.60547388337902e-05,0,1.93433718311336e-05,4.67790034027067e-05,1.33931062843508e-05
"Psychrobacter_sp._PRwf-1",0.00042870051092577,0.000354870219409375,0.000220561441220338,0.000353056226889992,0.000359753724717448,0.00035920614521851,0.00033701513244013,0.000387682098696938,0.000400403440986702,0.000310894959593171,0.000328968539754299,0.000377949321240501,0.000403236562883379,0.000168324743999819,0.000238503132287007,0.000323611183780187,0.000266962324580093,0.000338209798848956,0.000326208242365475,0.000152891165152431,0.000360111082486402,0.000259730892129077,0.000288038156828992,0.000320691501705391,0.000314620695924975,0.000322978265915371,0.000319835462535549,0.000227092974829166,0.000248110407229704,0.000341722569982701,0.000437864982855011,0.00032662571537231,0.00030985992267348,0.000364778000484417,0.00030144948184399,0.000359978172494773,0.000385188301229723,0.000301913368362488,0.000387291521420711,0.00039851053013131
"Psychrobacter_sp._T-3",2.34398307701262e-05,1.54241585918031e-05,8.89741327421392e-06,0,5.20665452613677e-05,2.89986981011126e-05,0,0,5.56814481502015e-06,5.26266303248351e-05,2.2480059717032e-05,6.7990997175409e-06,4.19410643800014e-05,0,0,5.96449604378078e-06,3.80372920006954e-05,5.91205914503455e-06,2.40201117902037e-05,0,5.38537229595693e-06,6.7815410150354e-06,0,0,0,0,6.97690660232459e-06,0,4.62464477073792e-06,0,8.6984310367376e-06,2.71529334032651e-05,8.42439434164002e-05,3.40444534596612e-05,1.37911980983584e-05,0,0,6.55132223090919e-06,6.5895517973492e-05,1.33931062843508e-05
"Thermoactinomyces_intermedius",5.98775375777267e-06,0,0,0,6.88161725163973e-06,1.18543668965025e-05,0,0,1.10585435881088e-05,1.23024123922914e-05,2.2480059717032e-05,0,6.26179018288438e-06,0,7.36261324494007e-06,1.18411775723905e-05,0,2.87096279108067e-05,1.21879796903891e-05,0,0,0,8.67930430632463e-06,0,0,5.57140922167365e-06,0,0,1.37098312618305e-05,0,0,0,1.08888271809879e-05,5.88094679615981e-06,0,8.10023292938514e-06,0,6.55132223090919e-06,0,4.51467360145652e-06
"Geobacillus_sp._M10EXG",5.98775375777267e-06,0,8.89741327421392e-06,0,1.36496168890861e-05,0,0,0,0,0,5.74176211299945e-06,0,6.26179018288438e-06,0,0,0,0,5.91205914503455e-06,0,0,0,6.7815410150354e-06,0,0,0,0,0,0,0,0,0,0,0,0,6.95244347892735e-06,0,0,6.55132223090919e-06,5.48339448620978e-06,0
"Methylobacterium_populi",0.000821905150085971,0.000589551752452718,0.000596739259553637,0.000993610370390039,0.00079727450720698,0.00071110959848713,0.000758883736846926,0.000763308232980375,0.000696437508049481,0.000854845038410046,0.000899731115745935,0.000653330426099528,0.000847624915093837,0.000763357495467069,0.000635569778966053,0.000469632190619845,0.000460498965333343,0.000804765337517484,0.000792989066780095,0.000672592589810863,0.000963716126233978,0.000727113078277273,0.000486914980312576,0.000550981747108615,0.000577041220502872,0.000556819442876845,0.000821222701237598,0.000664784455059422,0.000612652983437121,0.000773636975809389,0.000738397299134012,0.000728522428258636,0.000852667289471272,0.000856228829218266,0.000793363193351751,0.000884800373768589,0.000801671981861181,0.000749294369868513,0.000825806147434828,0.000835298195859365
"Oenoccocus_phage_fOgPSU1",5.98775375777267e-06,0,0,1.15011753103381e-05,0,5.97134463499314e-06,0,1.46594604662809e-05,0,6.19810221478088e-06,5.74176211299945e-06,6.7990997175409e-06,0,7.5269221717915e-06,1.46005804205314e-05,5.96449604378078e-06,0.000179017802616358,0,0,2.62679538418993e-05,1.59423592832772e-05,6.7815410150354e-06,8.67930430632463e-06,2.00306090403813e-05,0,5.57140922167365e-06,0,0,0,5.31150778004473e-05,0,0,0,0,6.95244347892735e-06,8.10023292938514e-06,3.45630378020263e-05,0,0,8.97866729454569e-06
"Nitrosomonas_eutropha",0.000508646671857562,0.000688156873180058,0.000736730607456707,0.00042660424873409,0.000450031231269101,0.000403032378554507,0.000507220722173201,0.000296285910852758,0.000366578798329287,0.000419224623955409,0.000395586643276229,0.000479869206654395,0.000458146506141893,0.000352104158843774,0.000933955385785819,0.000485969407295927,0.000703172372139392,0.000409478729935962,0.000595185513107414,0.000365352358068705,0.000428491316575056,0.00052366341511827,0.000391039036245539,0.000385132993932882,0.000590330737147084,0.000381997148883502,0.00032303582937357,0.000447121462547916,0.000402399646531945,0.000300528696228682,0.000404533553329111,0.000474345607403723,0.000468503576519814,0.000383232459629278,0.000334227856707374,0.000359978172494773,0.00033305278289781,0.000357330281077761,0.000471617699361438,0.000564947658627914
"Aliivibrio_salmonicida",0.00071757045667455,0.000773723426408488,0.000543819878122307,0.000554599416418201,0.000623078857826392,0.000663015092362931,0.000527925954506975,0.000450109953446906,0.000709573753103911,0.000780031459345878,0.000781792560812464,0.000531794820481555,0.000742541207563202,0.000529631862731447,0.000539985987840111,0.000714076305028899,0.000645731433169516,0.000723885024497193,0.000635814355026721,0.00043878760426183,0.000579021557358731,0.000720078773882633,0.000456102223917199,0.000562594498530302,0.000702680699169083,0.000410863765872622,0.000842290713228535,0.000613974207955615,0.000538109304338047,0.000431521605024682,0.000869242376506418,0.00051975232423852,0.000573850019370158,0.000614121544183902,0.00064011276270039,0.000423933407809273,0.000351045389223631,0.00067468753703562,0.000760044477310326,0.000538886668305158
"Aeromonas_molluscorum",5.98775375777267e-06,1.54241585918031e-05,1.76155863486766e-05,5.7900137419048e-06,6.88161725163973e-06,1.76516415067841e-05,0,0,0,1.83157268634283e-05,5.74176211299945e-06,0,0,0,0,1.18411775723905e-05,0,0,0,1.33292048584141e-05,5.38537229595693e-06,6.7815410150354e-06,8.67930430632463e-06,1.01288844908458e-05,2.64914470833916e-05,3.23898792658689e-05,6.97690660232459e-06,7.46724603686845e-06,0,1.57821636213808e-05,8.6984310367376e-06,0,0,3.40444534596612e-05,0,1.60547388337902e-05,0,0,1.62242575250573e-05,4.51467360145652e-06
"Streptococcus_lutetiensis",5.98775375777267e-06,3.03179797282713e-05,8.89741327421392e-06,5.7900137419048e-06,0,1.76516415067841e-05,6.17447008508161e-06,7.38858151822615e-06,4.74838780001542e-05,3.58358533367627e-05,1.69794919857413e-05,6.7990997175409e-06,4.19410643800014e-05,2.22058647184187e-05,2.87189736741835e-05,5.96449604378078e-06,1.55438806247743e-05,2.87096279108067e-05,6.81699695710187e-05,2.62679538418993e-05,1.59423592832772e-05,7.48026454672083e-05,4.18174465945169e-05,9.21402887859792e-05,2.00263976659391e-05,1.10712247609854e-05,1.38364994061402e-05,7.46724603686845e-06,2.25846496691033e-05,2.34836258771472e-05,5.75225968882389e-05,3.75045617139156e-05,1.62234168518901e-05,0.00013438951375529,3.36610548493247e-05,5.38126249661044e-05,2.61448327366193e-05,2.55905254042176e-05,5.1646661195251e-05,1.77590787139773e-05
"Thermotoga_petrophila",0.000242624411938422,0.000249620546355557,0.000261739729039896,0.000200160125863031,0.000269770542759781,0.000206509512899194,0.00019259108522287,0.00022480772542231,0.000205060544350599,0.000153902527623732,0.000242508330262715,0.000215585170262401,0.000254592180206316,0.00017347664904278,0.000305276256725664,0.00034442935996613,5.96151488345899e-05,0.000231759722242984,0.000229857483644197,0.000118046193431499,0.000173125817381972,0.000307654108543336,0.000218090498147648,0.000344800265123745,0.000342374087541038,8.60686605522901e-05,0.000226363716993242,0.000139675963738724,0.000274005535502679,0.00015621652081853,0.000232551746645335,0.000191522133097082,0.000203029873249962,0.000203912601749449,0.000156143657785886,0.000189815306259836,6.6879504543621e-05,0.000252062597425054,0.000257368463192458,0.000164879609800704
"Staphylococcus_rostri",4.56026457819463e-05,3.03179797282713e-05,0,1.15011753103381e-05,1.36496168890861e-05,5.97134463499314e-06,6.17447008508161e-06,0,4.74838780001542e-05,1.23024123922914e-05,0,2.0078638845724e-05,6.26179018288438e-06,0,5.56296650880597e-05,1.76325928768584e-05,0,1.74760281286151e-05,1.81472233040409e-05,6.71487666368716e-06,2.62265956394451e-05,2.64785629339553e-05,0,0,1.34583890869766e-05,0,0,3.6073570525098e-05,3.97406384179805e-05,0,8.6984310367376e-06,3.23631924635526e-05,5.48168840960179e-06,0,2.05199222770609e-05,1.60547388337902e-05,0,1.29980163520607e-05,4.67790034027067e-05,8.97866729454569e-06
"Lactobacillus_acidophilus",0.00323591473582096,0.003877895585309,0.00343490185741138,0.00355428723604303,0.00336094695936804,0.00353701777896501,0.00370502088966921,0.00383745591532822,0.00373233965640691,0.00302512377387049,0.00331894248238153,0.00375469130186779,0.00344818662307559,0.00380791940615064,0.00344649889824438,0.00328722928287379,0.00461971032723428,0.00350048117907254,0.00326790001971985,0.00397047282838849,0.00340817233412697,0.00343591738874059,0.00383544842731558,0.00408225742101268,0.00342462643884488,0.00372377941443295,0.00340810422088868,0.00371314683406599,0.0029662277818944,0.00411340114767691,0.00351813808270351,0.00338732435475924,0.00344988819884944,0.00337500267133152,0.0038507846354852,0.00388237779478498,0.00426850437319149,0.00377774075246245,0.00304754792916722,0.00329999484130318
"Bacillus_sp.",0.000352597156718865,0.000436625761726559,0.000653922251537198,0.000251187066730926,0.000382210623516645,0.000597726679325306,0.00071464292771619,0.000161432431690347,0.000353104805593105,0.000352070045395305,0.000333943797695883,0.000420683431910824,0.000437059930764055,0.000331119227095117,0.000560488630953648,0.000608976247784074,0.000573338640839526,0.000396655693988679,0.000493742357952071,0.000533185030515334,0.000243698875435111,0.000496035480652017,0.000278685410181387,0.000477539562990141,0.000965320798192856,0.000219032844241296,0.000411528272105762,0.000394690290180732,0.000390827942429121,0.000195205996695631,0.00028118379378972,0.000245958849997389,0.000387785045101344,0.000633772456435294,0.000131288350424799,0.000439331903381735,0.000118825567446628,0.000492672698855921,0.000409176159293519,0.000294302441872503
"Enterococcus_phage_phiEF24C",0.000969323645506724,0.000593559673942943,7.41706133177253e-05,1.15011753103381e-05,8.15408793673425e-05,0.000795998435429441,0.000269127966150653,0,0.00113342101362457,4.15107878891642e-05,3.8534213307655e-05,0.000616558864066693,0.000887576576670175,0.000163111919440733,8.09463640603918e-05,0.00130427604884639,3.80372920006954e-05,0.000785848992769762,6.29071823017059e-05,9.68267856123957e-05,1.59423592832772e-05,0.000362039021198349,0.000456102223917199,0.000872784402628995,0.000737289266687428,5.57140922167365e-06,0.00084318248837026,0.000552128107142475,0.000539250465344413,0,0.000710180567197432,6.22386305364923e-05,4.68099432657629e-05,0.000843726045794134,6.4813514365793e-05,0,0,0.00106458528202118,0.000838885120432237,0.000204798236044445
"Ancylobacter_polymorphus",0.000582702912411043,0.00020308348782841,0.0002714499650912,0.000398262232165661,0.000542859567369953,0.000546353239047076,0.000137394748978318,0.000166632395024448,0.000455153168747195,0.000630921500286978,0.0006100284745149,0.000430726199292035,0.000553074817065669,0.000203184329234277,0.000294225239210247,8.12737224454616e-05,0,0.000387868647434996,0.000589447066302229,0.000167022443939581,0.000463833530446768,0.000483600702627317,5.7516361784144e-05,5.75559174787436e-05,0.000270916977598156,8.60686605522901e-05,0.000457585906148725,0.000382764419732103,0.000209718650186802,0.000304810141813547,0.00047179929843391,0.000479296445268427,0.0006087676313534,0.0006052082500746,0.000463389461929239,0.00021565356429631,7.46408716166148e-05,0.000442957475947816,0.000592555953672199,0.000278842910530982
"Bacteriovorax_sp._T10",1.18886725554508e-05,0,0,0,6.88161725163973e-06,1.18543668965025e-05,0,0,5.56814481502015e-06,3.58358533367627e-05,4.37430384581528e-05,0,6.26179018288438e-06,7.5269221717915e-06,0,0,0,2.31329402145634e-05,6.13980346598658e-06,0,0,0,0,0,0,0,2.05826584264867e-05,7.46724603686845e-06,4.62464477073792e-06,0,8.6984310367376e-06,5.58438895059977e-06,2.14873784984664e-05,3.40444534596612e-05,1.37911980983584e-05,0,0,0,5.48339448620978e-06,0
"Legionella_feeleii",0.00017401868232589,2.29350722995133e-05,8.89741327421392e-06,9.36601203838617e-05,0.000216093166195787,9.1021818838387e-05,1.82654607180179e-05,5.60082889678948e-05,0.000143956898077629,0.000198283300314663,0.000174561314280845,6.35314129284408e-05,0.000146821475120938,7.64733808973716e-05,7.47563390672734e-05,0,1.55438806247743e-05,6.06044619483288e-05,0.000165336817008748,8.02153281693237e-05,7.84808008724567e-05,5.73411790503137e-05,4.97351804090303e-05,2.97151395594451e-05,2.64914470833916e-05,1.10712247609854e-05,0.000104905194605071,4.96767350882016e-05,3.55230923111329e-05,4.58762115526214e-05,0.000108314898777115,0.000140153979487689,0.000219256203718967,0.000253782279654932,0.000179604289927714,5.38126249661044e-05,0,8.32585726668967e-05,0.000126268722775565,4.29937699348842e-05
"Clostridium_phage_phi3626",0.00016607549880358,0.000307369093074027,0.000276224586632623,2.26953332349136e-05,0.000163729427286684,0.000131917379049069,1.22621550455589e-05,2.88627050977692e-05,0.000140048903909067,4.7106995395321e-05,0.000114572635847045,0.000129004368330203,8.51284971828581e-05,0,0.00027903167279001,0.000301647204471301,0,0.000121939634632393,0.000165336817008748,6.71487666368716e-06,3.12707666376377e-05,0.000201295854351811,2.55525415534897e-05,9.21402887859792e-05,0.000245313601633831,2.18632731736725e-05,5.88723748630863e-05,0.000139675963738724,7.95447052896473e-05,0,0.000206030390258224,0.000184586378267715,0.000142309900097606,0.000125854981225413,0.000104862008746159,1.60547388337902e-05,0,0.000147691093467321,0.000178539259580657,8.91142384700546e-05
"Enterococcus_haemoperoxidus",5.98775375777267e-06,0,5.08314774615928e-05,7.94317371919427e-05,6.88161725163973e-06,1.18543668965025e-05,4.70938852157857e-05,5.60082889678948e-05,6.68772190697403e-05,1.23024123922914e-05,5.3957959687711e-05,0.000148759272680443,6.26179018288438e-06,5.01741228704384e-05,7.36261324494007e-06,2.89692774505716e-05,2.31482082279813e-05,9.01053266644401e-05,4.11448014098546e-05,8.02153281693237e-05,0.000100139789496436,0,5.7516361784144e-05,7.51866349250353e-05,0,6.73187775886086e-05,2.05826584264867e-05,4.29303100463828e-05,3.97406384179805e-05,3.85269857623252e-05,8.6984310367376e-06,6.70021055561153e-05,5.65040103766076e-05,5.88094679615981e-06,8.24487183797851e-05,4.65145925648018e-05,6.6879504543621e-05,3.17424703870894e-05,0,3.47588563057663e-05
"Proteus_mirabilis",0.00115167581141729,0.000971114800865925,0.00126926706705183,0.00125172111907406,0.00119619349430261,0.00115598233940099,0.0012251631486769,0.00119344969734565,0.00112484894872917,0.00133999648568651,0.00131111735077508,0.00104915915578135,0.00117504565962267,0.00132204818915075,0.00140695093254824,0.00106545192907977,0.00110392843475072,0.00124111118404657,0.00126420082196211,0.0013159988334436,0.00115920072078466,0.00110192883093767,0.00108041829584547,0.00101477211413992,0.000962014971835516,0.00116183933081019,0.00128480716842622,0.00118873010007846,0.00104250051258512,0.00106031393219097,0.00114198039442333,0.00108337381791858,0.00121136992979392,0.00115755625496347,0.00121455909222949,0.00112711842194914,0.000960750100041993,0.0011641789051026,0.00111769329688698,0.00110035671467064
"Lactobacillus_phage_phiadh",0.000189454485079926,0.000150938828916397,0.000381127603226831,0.000563819037075999,0.000368319872013353,0.000480215102962955,0.000551184300941522,0.000307814788197603,0.000688729233671639,0.000330633966959425,0.000623268003843753,0.000662045677730949,0.00034251692419787,0.000493977941791845,0.000179325069365642,0.000140399455559368,0.000641044010409742,0.000716249370067758,0.000436872935649211,0.000525015397924398,0.000491588992656028,0.000107643018905883,0.000387340325514953,0.000673497910414017,9.70686468712996e-05,0.00058915649729848,0.000416628693850902,0.000411966310163368,0.000334913332276442,0.000300528696228682,0.000200526255975752,0.000564379879372394,0.000445780860066086,0.000263045475643943,0.00075827678459191,0.000573971553531965,0.000790842855289403,0.000709177952020173,0.000164305523366303,0.000633301019145963
"Lactobacillus_amylophilus",1.77052390100605e-05,0,0,5.7900137419048e-06,0,2.33656322184199e-05,1.22621550455589e-05,3.58019509692824e-05,0,0,5.74176211299945e-06,1.34908672851055e-05,0,3.64117513974973e-05,0,2.89692774505716e-05,0,1.74760281286151e-05,0,3.8838472875955e-05,5.38537229595693e-06,6.7815410150354e-06,0,3.91918001783643e-05,1.34583890869766e-05,2.18632731736725e-05,0,0,2.69461718673426e-05,1.57821636213808e-05,0,1.10897143220591e-05,0,5.88094679615981e-06,6.95244347892735e-06,1.60547388337902e-05,0,6.55132223090919e-06,1.0890787651822e-05,8.97866729454569e-06
