"","stool.day6.R1_count","stool.day3.R3_count","stool.day6.R8_count","stool.day28.R8_count","stool.day3.R7_count","stool.day3.R2_count","stool.day28.R4_count","stool.day28.R2_count","stool.day6.R4_count","stool.day0.R6_count","stool.day0.R8_count","stool.day6.R5_count","stool.day0.R2_count","stool.day14.R5_count","stool.day6.R7_count","stool.day14.R3_count","stool.day28.R3_count","stool.day0.R4_count","stool.day3.R8_count","stool.day14.R6_count","stool.day28.R6_count","stool.day6.R2_count","stool.day14.R2_count","stool.day14.R1_count","stool.day3.R1_count","stool.day14.R8_count","stool.day0.R5_count","stool.day3.R5_count","stool.day14.R4_count","stool.day28.R1_count","stool.day0.R3_count","stool.day6.R6_count","stool.day3.R6_count","stool.day0.R1_count","stool.day0.R7_count","stool.day28.R7_count","stool.day14.R7_count","stool.day3.R4_count","stool.day6.R3_count","stool.day28.R5_count"
"Tolypothrix_sp._PCC_7101",5.98775375777267e-06,0,8.89741327421392e-06,2.81823189645259e-05,0,0,1.22621550455589e-05,1.46594604662809e-05,5.56814481502015e-06,6.19810221478088e-06,0,0,0,0,7.36261324494007e-06,0,0,1.17365497590581e-05,1.81472233040409e-05,6.71487666368716e-06,0,6.7815410150354e-06,0,0,2.00263976659391e-05,1.10712247609854e-05,0,7.46724603686845e-06,4.62464477073792e-06,0,0,1.10897143220591e-05,0,0,0,8.10023292938514e-06,0,6.55132223090919e-06,5.48339448620978e-06,1.77590787139773e-05
"Wolbachia_endosymbiont_of_Armadillidium_vulgare",1.77052390100605e-05,0,0,1.15011753103381e-05,0,0,6.17447008508161e-06,0,0,4.7106995395321e-05,5.89675103332581e-05,0,0,2.22058647184187e-05,0,1.18411775723905e-05,0,6.06044619483288e-05,1.21879796903891e-05,0,1.0698860805323e-05,6.7815410150354e-06,8.67930430632463e-06,1.01288844908458e-05,1.34583890869766e-05,0,5.88723748630863e-05,0,3.1258622096686e-05,0,3.3795670251768e-05,0,5.48168840960179e-06,1.16759469376356e-05,6.95244347892735e-06,2.38686685794822e-05,0,0,1.0890787651822e-05,8.97866729454569e-06
"Mesoplasma_chauliocola",2.34398307701262e-05,0,0,5.7900137419048e-06,2.03076897808453e-05,1.18543668965025e-05,0,0,1.64733375376139e-05,3.00799450412743e-05,3.8534213307655e-05,0,1.24290206207681e-05,7.5269221717915e-06,7.36261324494007e-06,1.76325928768584e-05,0,2.31329402145634e-05,6.13980346598658e-06,6.71487666368716e-06,2.62265956394451e-05,2.0017377846542e-05,1.71947950667182e-05,1.01288844908458e-05,4.52999063165023e-05,1.10712247609854e-05,0,0,3.55230923111329e-05,0,8.6984310367376e-06,1.10897143220591e-05,1.62234168518901e-05,5.52182430361714e-05,6.95244347892735e-06,1.60547388337902e-05,0,4.37720417808644e-05,5.48339448620978e-06,8.97866729454569e-06
"Mycobacterium_chitae",1.18886725554508e-05,7.78072137404978e-06,2.61615985050282e-05,0,3.33079450576456e-05,0,0,7.38858151822615e-06,4.24823230409615e-05,2.42407187383128e-05,0,0,6.26179018288438e-06,0,2.17180517774229e-05,0,0,0.000117546641102972,4.11448014098546e-05,0,5.38537229595693e-06,0,8.67930430632463e-06,0,0,0,4.65041773007904e-05,2.20142913163521e-05,4.62464477073792e-06,0,0,5.58438895059977e-06,4.68099432657629e-05,0,2.05199222770609e-05,0,0,6.55132223090919e-06,5.48339448620978e-06,0
"[Cellvibrio]_gilvus",0.000200658824454569,0.000177795252239057,0.000169008232398088,7.4579606567511e-05,0.000345066610480157,0.000269297587349392,5.26362655031036e-05,7.53578736135008e-05,0.000249105010360955,0.000220579237026047,0.000189123480770179,2.6565597376672e-05,0.000233772467023431,0.000212658077551497,8.09463640603918e-05,0.000220557681542611,0,0.000163364521267386,0.000165336817008748,0.000112836135331586,0.000147766402768841,0.000284391725060502,0.000239206037428077,0.00015410986932775,0.000193085915251677,0.000104031505541609,0.000282867512988672,0.000175866844517285,0.000359361426204996,5.31150778004473e-05,0.000227375352737711,0.000227603625291722,0.000225565747272181,0.000266085736590837,0.000165686409076397,0.000225580416869833,0,0.000226509458635949,0.000263037138936689,0.000117134435234036
"Bifidobacterium_longum",0.00194247788370524,0.00199823978414619,0.00199642165981707,0.00201372131853523,0.00200751492739237,0.00185705228194024,0.00197246557275819,0.00224400364651477,0.0019267475068872,0.0019519918516548,0.00189153332280114,0.00192345571651301,0.00200604497413236,0.00193675430672333,0.00197587055032432,0.00188881763832884,0.00270127844171301,0.00181592961773326,0.0019279641937668,0.00205413696741323,0.0020423199676269,0.00195050306206174,0.00232477134985783,0.00201754569636513,0.00194758710045391,0.0021932348624751,0.00184772305144929,0.00200092472729141,0.00187021110204577,0.0020423536474819,0.00202651448251615,0.00190911358858481,0.00196707859020815,0.00190440533027743,0.00193155649694028,0.00241118005517761,0.0019977341633895,0.00192157575248242,0.00189621968700187,0.00193245123700052
"'Picris_echioides'_phyllody_phytoplasma",2.34398307701262e-05,1.54241585918031e-05,5.08314774615928e-05,0,6.88161725163973e-06,4.00310029281433e-05,0,0,6.68772190697403e-05,2.42407187383128e-05,1.69794919857413e-05,0.000108283656772077,4.19410643800014e-05,3.64117513974973e-05,7.36261324494007e-06,0.000100416271586071,0,7.56314744349291e-05,6.29071823017059e-05,1.33292048584141e-05,5.38537229595693e-06,6.7815410150354e-06,0,0.000182111522538393,5.13834944925352e-05,5.57140922167365e-06,0.000115645259945727,4.96767350882016e-05,9.07222384034874e-05,0,8.6984310367376e-06,1.65181836551075e-05,2.14873784984664e-05,3.94448367091997e-05,1.37911980983584e-05,3.1546904674837e-05,0,7.78486641355401e-05,1.62242575250573e-05,1.33931062843508e-05
"Micromonospora_megalomicea",5.98775375777267e-06,0,0,0,1.36496168890861e-05,0,0,0,1.64733375376139e-05,0,0,6.7990997175409e-06,6.26179018288438e-06,0,0,0,0,0,0,0,0,1.34528243076972e-05,0,0,1.34583890869766e-05,0,6.97690660232459e-06,7.46724603686845e-06,0,0,8.6984310367376e-06,0,0,5.88094679615981e-06,0,0,0,1.29980163520607e-05,5.48339448620978e-06,0
"Clostridium_cylindrosporum",4.01740796183934e-05,6.54554342727138e-05,3.45421177285023e-05,3.35984398045956e-05,4.59085650126492e-05,2.33656322184199e-05,6.17447008508161e-06,2.1816328198958e-05,2.70842442303215e-05,1.23024123922914e-05,2.2480059717032e-05,5.7589985295278e-05,3.03908767113175e-05,0,0.000116314834192658,3.45191208473735e-05,0,2.87096279108067e-05,3.5516587265977e-05,0,1.59423592832772e-05,9.69856154375434e-05,1.71947950667182e-05,2.00306090403813e-05,4.52999063165023e-05,5.57140922167365e-06,2.05826584264867e-05,0.000134241110263966,3.1258622096686e-05,0,8.6984310367376e-06,3.23631924635526e-05,4.68099432657629e-05,6.53957140367175e-05,5.87658996090314e-05,8.10023292938514e-06,0,3.78020652875523e-05,4.18498456103519e-05,8.97866729454569e-06
"Streptomyces_sp._Fd_004",3.46721105710776e-05,0.000139712060364856,3.45421177285023e-05,0,4.59085650126492e-05,3.45530993894825e-05,0.000163746308272137,0,5.56814481502015e-06,0.000104028585591355,1.14008096643648e-05,2.0078638845724e-05,0.000208060362494171,7.5269221717915e-06,6.21007629967807e-05,9.09597384770065e-05,0,7.56314744349291e-05,0.000121954357390523,0,0,0.000317233676406971,0,7.51866349250353e-05,0.000143058000109929,0,5.27351448625232e-05,0.00016073724420927,0.000582316423102934,0,0.000237667221036078,4.75877531786502e-05,3.18107293677308e-05,0.000154955225630043,0,0,0,0,8.85448282575679e-05,3.88976289199536e-05
"Pyrococcus_horikoshii",0.000466821274098515,0.000495482336850083,0.000635688043767787,0.000818061767043796,0.000489718210501526,0.000459918379677471,0.000943870983475423,0.000653086277440486,0.000590911297390022,0.000425798899130034,0.000426067285824829,0.000635343235142345,0.000495438644384717,0.000476298292092457,0.000609605067836533,0.000633065714890328,0.000751182768136617,0.000550986812240165,0.00045939341187939,0.000607511380193174,0.000741095614608376,0.000583904337847902,0.000456102223917199,0.0005876575772494,0.000554488526320417,0.000470871835200458,0.00050716888423325,0.000610474698877119,0.000546026991062018,0.000572578071057695,0.000503275173840763,0.000549609729852716,0.000552427850833503,0.000519268555491801,0.000387442276160783,0.000363585096509369,0.000328451057363811,0.000590807944852596,0.000490915643553918,0.000697154990888636
"Legionella_yabuuchiae",5.98775375777267e-06,0,0,5.7900137419048e-06,6.88161725163973e-06,0,0,7.38858151822615e-06,0,6.19810221478088e-06,1.14008096643648e-05,0,0,1.492748623784e-05,0,0,0,5.91205914503455e-06,0,0,0,0,0,1.01288844908458e-05,0,0,6.97690660232459e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces_hiroshimensis",2.34398307701262e-05,7.78072137404978e-06,8.89741327421392e-06,5.7900137419048e-06,2.68593498193201e-05,1.76516415067841e-05,0,0,1.64733375376139e-05,6.19810221478088e-06,5.74176211299945e-06,0,1.24290206207681e-05,0,0,0,0,0,6.13980346598658e-06,0,0,0,0,1.01288844908458e-05,6.78408885046712e-06,0,0,0,4.62464477073792e-06,0,3.3795670251768e-05,1.10897143220591e-05,1.62234168518901e-05,4.47726592713268e-05,0,0,0,6.55132223090919e-06,5.1646661195251e-05,0
"Haloarcula_californiae",5.98775375777267e-06,7.78072137404978e-06,8.89741327421392e-06,5.7900137419048e-06,1.36496168890861e-05,5.97134463499314e-06,0,0,1.10585435881088e-05,1.23024123922914e-05,0,6.7990997175409e-06,0,0,7.36261324494007e-06,0,0,5.91205914503455e-06,6.13980346598658e-06,0,0,1.34528243076972e-05,0,0,0,0,0,7.46724603686845e-06,0,0,1.7226203202406e-05,2.18719133066001e-05,5.48168840960179e-06,5.88094679615981e-06,2.05199222770609e-05,0,0,1.29980163520607e-05,5.48339448620978e-06,8.97866729454569e-06
"Listeria_phage_B025",5.98775375777267e-06,5.17405187978196e-05,0.000150362485990594,0,4.59085650126492e-05,4.00310029281433e-05,0,1.46594604662809e-05,2.70842442303215e-05,6.19810221478088e-06,2.2480059717032e-05,3.92490961532846e-05,4.75959286938785e-05,0,7.47563390672734e-05,1.18411775723905e-05,1.55438806247743e-05,5.91205914503455e-06,2.40201117902037e-05,0,0,5.13515687610192e-05,8.67930430632463e-06,0,2.64914470833916e-05,3.23898792658689e-05,6.97690660232459e-06,6.92882510819264e-05,1.81729258416048e-05,7.95566405987985e-06,1.7226203202406e-05,6.22386305364923e-05,2.66825578886669e-05,5.00298452039311e-05,6.95244347892735e-06,0,0,3.17424703870894e-05,4.18498456103519e-05,4.51467360145652e-06
"uncultured_marine_bacterium_HOT0_02H05",2.34398307701262e-05,3.03179797282713e-05,7.41706133177253e-05,5.7900137419048e-06,2.68593498193201e-05,4.54344872468897e-05,6.17447008508161e-06,7.38858151822615e-06,2.70842442303215e-05,1.83157268634283e-05,5.3957959687711e-05,6.7990997175409e-06,6.26179018288438e-06,7.5269221717915e-06,6.84753759942284e-05,0,0,3.42083348654079e-05,4.66959259186823e-05,0,1.0698860805323e-05,0,1.71947950667182e-05,1.01288844908458e-05,1.34583890869766e-05,5.57140922167365e-06,0.000104905194605071,8.80234201832414e-05,1.81729258416048e-05,0,1.7226203202406e-05,1.10897143220591e-05,3.18107293677308e-05,5.88094679615981e-06,6.95244347892735e-06,0,0,1.93433718311336e-05,2.6677323592589e-05,0
