"","nogs","rhos","ps"
"1","Coriobacteriales",0.31393900513649,0.0485233861891561
"2","Elusimicrobiales",-0.349161416292191,0.0272243477647978
"3","Mycoplasmatales",-0.324658870697021,0.0409586084936993
"4","Herpesvirales",0.317354172468185,0.0460001114877215
