"","nogs","rhos","ps"
"152","bactNOG15515",-0.53434944152832,0.000382904847093579
"153","NOG147115",0.376495599746704,0.0166425723488741
"154","NOG292957",0.31280454993248,0.0493858339358564
"155","NOG249657",-0.371796518564224,0.0181637143292188
"156","NOG236617",-0.326799243688583,0.0395696779137742
"157","NOG80285",0.507730841636658,0.000824907567439137
"158","NOG259735",-0.538516461849213,0.000337586514514765
"159","NOG250775",0.714599967002869,2.22831562757264e-07
"160","NOG330389",0.631059229373932,1.26787619674218e-05
"161","NOG113558",0.521379768848419,0.000560925366992482
"162","NOG305367",0.680571377277374,1.35295776315658e-06
"163","NOG135909",0.426543682813644,0.00605769178814186
"164","NOG119181",-0.617414057254791,2.19727910155676e-05
"165","COG4723",0.611170172691345,2.80200789530838e-05
"166","bactNOG89746",-0.371191054582596,0.0183679474109535
"167","NOG275462",-0.378653526306152,0.015980855533436
"168","NOG78871",0.651920258998871,5.18825019391045e-06
"169","NOG74073",0.534016728401184,0.00038674819946749
"170","NOG114739",0.463570922613144,0.0025897833044175
"171","NOG275914",0.527442812919617,0.000470129721831247
"172","NOG79222",-0.614332020282745,2.47904369805596e-05
"173","bactNOG53013",-0.623407661914825,1.73133402845416e-05
"174","NOG277083",0.457368135452271,0.00300566864016494
"175","bactNOG03356",0.661778151988983,3.32041287931517e-06
"176","COG4773",0.577943444252014,9.40904113349017e-05
"177","NOG294854",0.479421198368073,0.00174766014706496
"178","bactNOG31461",0.473824113607407,0.00201232383710259
"179","NOG243700",0.5882448554039,6.55536659337486e-05
"180","bactNOG41927",-0.595983564853668,4.9561191426406e-05
"181","NOG85983",0.576171576976776,0.000100002955840672
"182","NOG135061",-0.383036881685257,0.0147048641537477
"183","NOG139585",0.488857299089432,0.00137042824465605
"184","bactNOG09562",-0.319623559713364,0.0443828367869985
"185","NOG85071",-0.356512039899826,0.0239424899424217
"186","NOG246319",-0.339600712060928,0.0320420068037262
"187","NOG257038",-0.562284231185913,0.000159327661261255
"188","NOG260770",0.465320378541946,0.00248201729745579
"189","NOG319757",0.494013667106628,0.0011963867858551
"190","COG5561",-0.365523993968964,0.0203747942965324
"191","NOG133785",0.649873554706573,5.68059504324481e-06
"192","NOG254547",-0.429322361946106,0.00570153678208074
"193","NOG84558",-0.508346021175385,0.000810970704324898
"194","NOG81338",0.392817914485931,0.0121651640404445
"195","NOG74488",-0.350082159042358,0.0267938996498325
"196","COG4665",-0.354368597269058,0.0248635414464442
"197","NOG115209",0.314520657062531,0.0480859273379917
"198","NOG240485",-0.521361112594604,0.00056122737625186
"199","bactNOG02929",-0.329429000616074,0.037915955572986
"200","NOG126836",0.487202078104019,0.00143086042411444
"201","NOG68059",0.559409976005554,0.000175001847702916
"202","NOG68830",-0.432053953409195,0.00536922589032618
"203","bactNOG06057",0.564411759376526,0.000148554220771757
"204","NOG327886",0.444072812795639,0.00409854114753827
"205","NOG329833",0.592683374881744,5.58878844918453e-05
"206","bactNOG90864",0.674172639846802,1.85001375951899e-06
"207","NOG40738",0.525854647159576,0.000492543043710381
"208","bactNOG70763",-0.530779182910919,0.000425992162952138
"209","NOG67631",0.662316620349884,3.23891814080213e-06
"210","COG4644",0.415893316268921,0.00760674751673696
"211","NOG139641",0.636334240436554,1.01779616952236e-05
"212","NOG120881",0.500556111335754,0.00100391524956689
"213","bactNOG13176",0.675511479377747,1.73387148150184e-06
"214","NOG73362",-0.390980809926987,0.012611458604074
"215","NOG13599",0.429325252771378,0.00570117590132857
"216","NOG283326",-0.384061902761459,0.0144192466349251
"217","NOG116982",0.652774035930634,4.99470291970283e-06
"218","NOG47751",-0.567098319530487,0.000135891407170075
"219","NOG315321",0.605517983436584,3.47641824562928e-05
"220","NOG72464",0.32534584403038,0.0405085631929674
"221","NOG146437",-0.332887589931488,0.0358273484813683
"222","firmNOG14936",-0.567653596401215,0.00013339912033139
"223","NOG71219",0.504789173603058,0.000894541096449597
"224","NOG129816",-0.552761316299438,0.000216716628288705
"225","NOG261454",-0.510977983474731,0.000753681049396882
"226","NOG130099",0.437375158071518,0.00476979116684761
"227","COG2119",0.468311667442322,0.00230685294330968
"228","NOG15694",0.470414280891418,0.00219032078891912
"229","NOG44341",-0.640648901462555,8.47773175038924e-06
"230","NOG07950",0.452362209558487,0.0033828077297362
"231","NOG76406",0.60042530298233,4.207326582506e-05
"232","bactNOG100731",-0.318637698888779,0.0450796581372686
"233","bactNOG53827",-0.360157638788223,0.0224412189745611
"234","NOG317632",0.484664708375931,0.00152807876573813
"235","NOG122247",0.471146076917648,0.00215099489641712
"236","NOG279467",-0.319108366966248,0.0447458865745114
"237","bactNOG22270",-0.561208188533783,0.00016504075292012
"238","NOG235941",0.518538117408752,0.00060863584088322
"239","NOG87607",-0.461134076118469,0.00274672501303153
"240","NOG258656",-0.388842761516571,0.0131483026367643
"241","NOG127054",-0.380442947149277,0.0154491056139636
"242","NOG86811",0.665577530860901,2.78342395199083e-06
"243","bactNOG87775",0.553630590438843,0.000210796625090826
"244","COG3162",0.71151465177536,2.65187326764504e-07
"245","NOG71826",0.491343408823013,0.00128390136328838
"246","NOG327126",-0.404248774051666,0.00967905113503198
"247","NOG302233",-0.558559417724609,0.000179899728198096
"248","NOG304073",-0.416051417589188,0.00758147213399973
"249","COG0417",0.693578004837036,6.98922169473093e-07
"250","NOG302188",-0.320860832929611,0.0435206836600002
"251","firmNOG00675",-0.447216302156448,0.00381295063970288
"252","firmNOG18636",-0.411609351634979,0.00831975789022787
"253","NOG257523",-0.599896490573883,4.2907258653635e-05
"254","NOG87522",0.517921209335327,0.000619460017067475
"255","bactNOG60301",-0.347407549619675,0.0280601292547971
"256","NOG05935",-0.351397693157196,0.0261886845391275
"257","NOG121773",0.49336639046669,0.00121710030246103
"258","NOG319975",0.62148529291153,1.86987321149079e-05
"259","NOG85248",0.530783295631409,0.000425940127759317
"260","NOG288473",0.497453182935715,0.00109147262159515
"261","bactNOG57801",-0.527052819728851,0.000475547343676386
"262","NOG324059",-0.686110138893127,1.02544988700437e-06
"263","NOG138681",-0.462479889392853,0.00265904961343866
"264","NOG12623",0.680882930755615,1.33223839338115e-06
"265","NOG137654",-0.44220906496048,0.00427651467051993
"266","bactNOG03283",-0.413492530584335,0.00799955800469299
"267","NOG74455",-0.391723781824112,0.0124293186130826
"268","NOG136796",-0.560545861721039,0.000168648538191096
"269","NOG247574",0.450070947408676,0.00356879390110398
"270","bactNOG04853",-0.605057299137115,3.53742628029785e-05
"271","NOG133247",0.595549881458282,5.03536517815206e-05
"272","NOG135053",0.636334240436554,1.01779616952236e-05
"273","NOG315039",0.614761233329773,2.43792345715477e-05
"274","NOG125624",0.454810231924057,0.00319350683584352
"275","NOG78635",0.615957975387573,2.32653526608395e-05
"276","NOG125100",0.646623015403748,6.55129888471606e-06
"277","NOG264439",0.524280428886414,0.000515697966001705
"278","NOG128586",-0.613542914390564,2.55629778782573e-05
"279","NOG43638",0.50513368844986,0.000886124367253327
"280","NOG15242",-0.519186317920685,0.000597444817196369
"281","NOG150904",0.375537037849426,0.0169438320566018
"282","NOG265826",0.539418637752533,0.000328433311458376
"283","NOG137899",0.61743700504303,2.19529556213516e-05
"284","NOG331295",0.511600613594055,0.000740667400133344
"285","NOG117565",-0.563463747501373,0.00015327077299121
"286","bactNOG92392",0.652805507183075,4.98769690038259e-06
"287","COG3920",0.396635115146637,0.0112806351719865
"288","NOG263361",0.548025250434875,0.000251680978619273
"289","NOG83200",-0.370862305164337,0.0184796457418743
"290","NOG302651",0.531377673149109,0.000418479502299451
"291","COG2992",0.661287367343903,3.39632881307672e-06
"292","NOG323489",-0.341255664825439,0.0311612235101983
"293","NOG148399",0.714518427848816,2.23865216586461e-07
"294","NOG301515",0.530890822410583,0.000424581689933756
"295","bactNOG94593",-0.35575732588768,0.0242635013475572
"296","NOG138391",0.614179253578186,2.4938313213152e-05
"297","bactNOG66011",0.519519448280334,0.000591765184210891
"298","NOG131007",0.538227260112762,0.000340568748366188
"299","NOG19607",-0.347732186317444,0.0279038474846778
"300","NOG135063",0.419685006141663,0.00702015987770688
"301","firmNOG02847",-0.415637284517288,0.00764783259667423
"302","bactNOG03400",0.326727092266083,0.0396158652415886
"303","NOG129312",0.507134556770325,0.000838619394028406
"304","NOG267048",-0.374180376529694,0.017378047615745
"305","bactNOG22903",0.524407625198364,0.000513791554077159
"306","COG4807",0.828595638275146,4.09894340691608e-11
"307","bactNOG11802",-0.401046991348267,0.0103271399525953
"308","NOG258555",0.536388576030731,0.000360088509674394
"309","NOG133602",-0.358417123556137,0.0231478685441324
"310","bctoNOG07947",-0.331692934036255,0.0365378734281765
"311","NOG294857",0.600997507572174,4.11874745465113e-05
"312","NOG326208",-0.528267741203308,0.000458851747723976
"313","COG0506",0.419917672872543,0.00698547125905513
"314","NOG245794",0.358826875686646,0.0229798623286432
"315","NOG80831",0.406682312488556,0.0092100329855187
"316","NOG43869",0.559424102306366,0.000174921527842375
"317","NOG117000",0.713636934757233,2.35326768738275e-07
"318","NOG77713",-0.442738682031631,0.0042252691566611
"319","bactNOG76354",0.370601147413254,0.0185687847001916
"320","COG3575",0.464104235172272,0.00255650466913404
"321","NOG321357",-0.361040860414505,0.0220895713365208
"322","bactNOG71062",-0.56252646446228,0.000158066436108495
"323","NOG238505",-0.385078549385071,0.0141406141614189
"324","bactNOG90489",-0.424573451280594,0.00632173023402727
"325","NOG124230",0.603981196880341,3.68375032793189e-05
"326","NOG309606",-0.389645993709564,0.0129443878153741
"327","bactNOG45554",-0.461712926626205,0.00270870901282505
"328","NOG125179",-0.597695231437683,4.6542944258654e-05
"329","COG3420",0.768123805522919,7.22954407450516e-09
"330","NOG300430",-0.4020114839077,0.0101281231811359
"331","NOG13352",-0.632022738456726,1.21837432154326e-05
"332","NOG134784",-0.438244938850403,0.00467755276274984
"333","NOG321128",-0.539665937423706,0.000325963498936321
"334","COG3243",-0.530365526676178,0.000431255024695876
"335","NOG257125",-0.368689268827438,0.0192324115042277
"336","bactNOG00930",0.416738957166672,0.00747239480304218
"337","bactNOG05950",-0.534779965877533,0.000377982455117998
"338","NOG325409",0.522374451160431,0.000545032071884943
"339","NOG287272",-0.345083832740784,0.0292000449799323
"340","NOG86457",0.537495851516724,0.000348216775753363
"341","NOG44818",-0.432643532752991,0.0052997449161869
"342","NOG264874",-0.513099551200867,0.00071015549059017
"343","NOG311803",0.316745281219482,0.0464420461588619
"344","bactNOG81854",-0.342404931783676,0.0305613800096296
"345","NOG126476",-0.491326957941055,0.0012844576382518
"346","NOG288530",0.567376732826233,0.000134636575168434
"347","bactNOG24127",-0.624596893787384,1.65039350745744e-05
"348","COG1441",0.775851368904114,4.08700917553517e-09
"349","NOG311815",-0.412299156188965,0.0082012152581723
"350","COG4222",0.484016299247742,0.00155383993256075
"351","NOG117163",0.324098140001297,0.0413289568952946
"352","NOG303391",0.56602019071579,0.000140850937429438
"353","NOG70759",0.368476897478104,0.0193073394654957
"354","NOG291478",-0.489240705966949,0.00135675648386968
"355","NOG311962",-0.582118034362793,8.13916515476354e-05
"356","NOG331556",-0.631998658180237,1.21958962284729e-05
"357","NOG244226",-0.419167906045914,0.00709778698446417
"358","bactNOG02729",0.494372993707657,0.00118502334951742
"359","NOG297728",0.477920293807983,0.00181543206530166
"360","NOG325728",0.513270080089569,0.000706756242456752
"361","NOG149261",0.665616571903229,2.7783468348197e-06
"362","bactNOG76481",0.3816037774086,0.0151122035229507
"363","NOG247770",0.325673192739487,0.0402955325754419
"364","NOG327389",0.628418624401093,1.4131237350945e-05
"365","NOG78198",-0.552443623542786,0.000218917288595355
"366","NOG127255",-0.586541175842285,6.96499535783879e-05
"367","NOG136610",0.504789173603058,0.000894541096449597
"368","NOG67773",-0.593984723091125,5.33103651556566e-05
"369","NOG306447",0.605784893035889,3.44151159634709e-05
"370","NOG235772",0.583564281463623,7.73686546038377e-05
"371","NOG137984",-0.454181104898453,0.00324124957413674
"372","NOG238219",-0.46604260802269,0.00243868909937861
"373","bactNOG03643",-0.413674712181091,0.0079691508081523
"374","NOG269681",0.496443212032318,0.00112139826304958
"375","bactNOG04256",0.396469563245773,0.0113178273934009
"376","COG3840",0.475516438484192,0.00192880886252444
"377","bactNOG09788",-0.527034640312195,0.000475801241653695
"378","NOG129045",0.51318085193634,0.000708533064000205
"379","NOG149619",-0.332600146532059,0.0359972644994708
"380","NOG47457",-0.421642243862152,0.00673292660323899
"381","NOG80265",-0.355321168899536,0.0244506439434069
"382","NOG27064",0.380803048610687,0.0153439230951578
"383","COG1916",0.550825774669647,0.000230439439123042
"384","NOG321773",0.445531874895096,0.0039637471224272
"385","NOG18659",0.640315353870392,8.5992359724063e-06
"386","NOG139409",-0.371020317077637,0.0184258874547216
"387","NOG139421",0.413876086473465,0.00793565584647915
"388","bactNOG08864",0.663860857486725,3.015294723685e-06
"389","NOG145170",-0.345815092325211,0.0288372691811245
"390","NOG47813",0.374605417251587,0.0172410123124438
"391","bactNOG40022",-0.491014331579208,0.00129506952197422
"392","NOG302899",-0.428126394748688,0.005852543579695
"393","bactNOG51154",-0.411507815122604,0.00833733048080942
"394","NOG127868",-0.321292638778687,0.0432230094989241
"395","NOG81068",-0.480723112821579,0.00169069122795085
"396","bactNOG03527",0.342398673295975,0.0305646205760337
"397","NOG120962",-0.312921702861786,0.0492962032204183
"398","bactNOG03883",-0.445658057928085,0.00395227340094495
"399","bactNOG53631",-0.502536416053772,0.000951351429273384
"400","NOG83389",0.553492546081543,0.000211726907211052
"401","NOG331206",0.568153023719788,0.000131192869834873
"402","NOG46174",-0.431870460510254,0.00539101064170655
"403","NOG300062",-0.550800204277039,0.000230625850122124
"404","NOG150885",-0.51747453212738,0.00062740424850638
"405","NOG269219",-0.406645923852921,0.00921690017720378
"406","NOG293655",-0.551023781299591,0.00022900053410746
"407","NOG149200",0.642828822135925,7.72158908990406e-06
"408","NOG241180",-0.342627853155136,0.0304461386684518
"409","NOG247046",0.333847314119339,0.0352647764076481
"410","NOG78712",0.61172217130661,2.74299797784483e-05
"411","NOG263591",0.427522093057632,0.00593015156290111
"412","COG3863",-0.574108064174652,0.000107311319873737
"413","bactNOG58214",-0.54820454120636,0.000250270081970649
"414","NOG135835",0.398241251707077,0.010925180661512
"415","NOG262106",-0.316465675830841,0.0466461303657084
"416","NOG261927",-0.493030816316605,0.00122796358950827
"417","NOG119259",-0.376687914133072,0.0165826780363645
"418","NOG79960",0.400512963533401,0.0104387626314582
"419","NOG118669",0.707431793212891,3.32724518159466e-07
"420","NOG239033",0.660242676734924,3.56326609307622e-06
"421","NOG84477",0.356223970651627,0.0240645982012149
"422","NOG129903",-0.330583900213242,0.03720774740178
"423","NOG125344",0.600604236125946,4.17944266311032e-05
"424","NOG259339",0.525371015071869,0.000499555713912248
"425","NOG255117",-0.450529605150223,0.00353086527576596
"426","COG4148",0.751570165157318,2.28666698909308e-08
"427","NOG43782",0.48490709066391,0.00151854631234238
"428","NOG46241",0.55981981754303,0.000172685023012153
"429","bactNOG10125",-0.401886314153671,0.0101537646595347
"430","COG5026",0.447171628475189,0.00381688449218798
"431","bactNOG02538",-0.509322345256805,0.000789282091291366
"432","bactNOG00830",-0.322076708078384,0.0426867173301624
"433","NOG28918",0.560545861721039,0.000168648538191096
"434","NOG117932",-0.603431105613708,3.76065872322862e-05
"435","bactNOG35554",0.573637425899506,0.000109044430550487
"436","NOG326123",-0.419711917638779,0.00701614002764939
"437","NOG14022",-0.59507805109024,5.12288849248144e-05
"438","NOG112912",0.646671652793884,6.53741513634287e-06
"439","NOG134538",-0.430447816848755,0.00556252438210381
"440","NOG48081",0.395680576562881,0.0114965166143621
"441","NOG69702",0.472811549901962,0.00206380116716942
"442","NOG258593",0.51694244146347,0.000636986146257623
"443","bactNOG03774",-0.393942028284073,0.0118987580938181
"444","NOG130001",0.397911220788956,0.0109974297299691
"445","NOG292716",-0.32285475730896,0.0421598929895228
"446","NOG323364",-0.448701798915863,0.00368413856327399
"447","NOG47562",-0.393306493759155,0.0120487580174937
"448","NOG127174",-0.496642857789993,0.00111542566116229
"449","NOG315245",-0.361857146024704,0.0217686751473156
"450","bactNOG100317",-0.338257759809494,0.032771700255092
"451","NOG121714",0.424279302358627,0.00636199069307342
"452","NOG235841",-0.634337842464447,1.10657619247778e-05
"453","NOG139381",-0.388245671987534,0.0133016448407637
"454","NOG246367",-0.374232620000839,0.0173611548068804
"455","NOG129660",-0.379789620637894,0.0156414914771448
"456","bactNOG08351",0.326969563961029,0.0394608223161321
"457","COG4394",0.612010538578033,2.71262352868895e-05
"458","NOG81212",0.638881862163544,9.13980759076338e-06
"459","NOG282569",-0.418551385402679,0.00719130449940408
"460","NOG295992",0.318776994943619,0.0449806679352591
"461","COG4910",-0.347646325826645,0.0279451109536537
"462","NOG243645",0.57127434015274,0.000118135354232329
"463","firmNOG02340",-0.537122070789337,0.000352184431466451
"464","NOG133600",0.361857146024704,0.0217686751473156
"465","NOG77180",0.530365526676178,0.000431255024695876
"466","NOG87847",-0.489240705966949,0.00135675648386968
"467","NOG145685",-0.586105585098267,7.07338940135749e-05
"468","NOG10878",0.636422872543335,1.01401030518922e-05
"469","NOG286689",0.333479970693588,0.0354792453377408
"470","NOG113265",0.687602996826172,9.50656961151708e-07
"471","bactNOG18077",0.388770043849945,0.013166897117435
"472","COG3501",0.670757472515106,2.17949203573653e-06
"473","proNOG13673",0.367507606744766,0.0196524361866888
"474","NOG15545",-0.564140737056732,0.00014988904915092
"475","NOG124812",0.559226930141449,0.000176045629395105
"476","bactNOG95734",-0.397024780511856,0.0111935053216656
"477","bctoNOG01945",0.412299156188965,0.0082012152581723
"478","bactNOG16247",0.515631854534149,0.00066114640572934
"479","NOG126299",0.328818023204803,0.0382950465235088
"480","NOG302175",-0.515573680400848,0.000662237523719078
"481","NOG286877",0.407293707132339,0.00909530536831804
"482","bactNOG26309",-0.329020589590073,0.0381690197373958
"483","NOG68811",-0.393322974443436,0.0120448480024955
"484","NOG114979",-0.6198770403862,1.99347385527737e-05
"485","NOG259220",0.594419479370117,5.2473642990547e-05
"486","NOG81140",-0.403185337781906,0.00989033520547711
"487","NOG147301",0.575071334838867,0.000103841596307497
"488","NOG119521",0.60212653875351,3.94892875781316e-05
"489","COG5651",0.458645075559616,0.00291556983370667
"490","NOG69900",-0.416844248771667,0.00745581023539765
"491","NOG84780",-0.463465660810471,0.00259639634513564
"492","COG2303",0.458125919103622,0.0029519112816625
"493","NOG46866",0.534712851047516,0.00037874605880539
"494","NOG121125",-0.418963104486465,0.00712873561246075
"495","NOG75195",0.574916899204254,0.000104390950785183
"496","NOG272509",-0.381948560476303,0.0150133429143726
"497","COG3671",0.482768505811691,0.00160449620030723
"498","NOG39075",-0.342539548873901,0.0304917454942559
"499","NOG79539",0.785760641098022,1.90165305724577e-09
"500","NOG324293",0.365200817584991,0.020494562678089
"501","NOG330387",0.750091731548309,2.52337155615123e-08
"502","NOG133144",0.522235214710236,0.000547232325081248
"503","NOG243842",-0.478050231933594,0.00180947457517244
"504","NOG238315",0.634022951126099,1.12120953512651e-05
"505","NOG87025",-0.488918423652649,0.00136824049255213
"506","NOG262223",-0.393055140972137,0.0121085249707682
"507","firmNOG12557",-0.543899059295654,0.000286193210632835
"508","bactNOG10528",0.468770563602448,0.00228096515251108
"509","NOG08871",-0.321656405925751,0.042973522503007
"510","NOG327638",-0.428483843803406,0.00580705261486125
"511","NOG274460",-0.456949263811111,0.00303574964522602
"512","NOG249728",0.503222286701202,0.000933724848380724
"513","NOG256924",-0.321991771459579,0.0427445506772397
"514","bactNOG41846",0.503322303295135,0.000931178863572857
