probe	d0-d1.result	d0-d14.result	d0-d21.result	d0-d28.result	d0-d3.result	d0-d6.result	d1-d14.result	d1-d21.result	d1-d28.result	d1-d3.result	d1-d6.result	d21-d14.result	d28-d14.result	d28-d21.result	d3-d14.result	d3-d21.result	d3-d28.result	d3-d6.result	d6-d14.result	d6-d21.result	d6-d28.result
3890093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890121	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0
3890136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890328	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
3890332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890600	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0
3890609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890685	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0
3890687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3890762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930156	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940482	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
3940494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3940743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990037	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0
3990040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990411	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990427	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	2	0	0	0
3990433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990626	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3990630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990674	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3990767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4010019	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
4010020	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
4010021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4010022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4010035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4010037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4010039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4010041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4010048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4010056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
