"","genus","ave_change_1_to_3_direction_conserved_in_8_of_8"
"1","Thermosynechococcus","0.342688543343937"
"2","Halorhabdus","0.118303405733583"
"3","Pasteurella","0.305175647630074"
"4","Trichodesmium","0.540437937981869"
"5","Brevibacterium","0.0179799108812078"
"6","Erwinia","-1.05335788528865"
