"","genus","ave_change_2_to_4_direction_conserved_in_8_of_8"
"1","Heliobacterium","0.558746977097337"
"2","Veillonella","0.659685516992624"
"3","Natranaerobius","0.435504463177854"
"4","Brevibacillus","0.460660924743841"
"5","Alteromonas","0.505670376863722"
"6","Anaeromyxobacter","-0.312338375789035"
"7","Cupriavidus","-0.567615292360991"
"8","Comamonas","-0.263470407353568"
"9","Pseudonocardia","-0.353954182104046"
