"","genus","ave_change_4_to_5_direction_conserved_in_8_of_8"
"1","Cellulophaga","0.603023783176979"
"2","Anaeromyxobacter","0.224015099765369"
"3","Fluoribacter","0.150960616974237"
"4","Heliobacterium","-0.677930119710554"
"5","Veillonella","-0.689932048300373"
"6","Leptotrichia","-0.572156168364558"
"7","Brevibacillus","-0.504737653823692"
"8","Nannocystis","-0.18158939648046"
"9","Trueperella","-0.336383515927093"
