"","genus","ave_change_3_to_4_direction_conserved_in_8_of_8"
"1","Denitrovibrio","0.867903616710006"
"2","Sulfurihydrogenibium","0.335715190953575"
"3","Picrophilus","0.186876350886063"
"4","Asaia","0.123893545467031"
"5","Ureaplasma","-0.13208799214681"
"6","Haliangium","-0.689530893292592"
"7","Nocardia","-0.222662698699101"
"8","Hafnia","-0.0464409905952986"
