"","species","ave_change_2_to_4_direction_conserved_in_8_of_8"
"1","uncultured_microorganism","0.64707061838637"
"2","Bacillus_virus_1","0.0375484815836444"
"3","Deferribacter_desulfuricans","-1.20149751070887"
