"","species","ave_change_1_to_4_direction_conserved_in_8_of_8"
"1","Pediococcus_damnosus","0.214590128405976"
"2","Pandoraea_sp._NEU_45","0.0631211308988737"
"3","uncultured_Alkaliphilus_sp.","0.0552630272385972"
"4","Streptococcus_lutetiensis","0.100567204667083"
"5","Pediococcus_parvulus","0.55640665658634"
"6","Leuconostoc_pseudomesenteroides","0.0301123027097965"
"7","Sulfurimonas_denitrificans","-0.27352906646512"
