"","family","ave_change_1_to_3_direction_conserved_in_8_of_8"
"1","Dermacoccaceae","0.652052614180439"
"2","Helicobacteraceae","-1.60586948885891"
"3","Ectothiorhodospiraceae","-0.369403949592556"
"4","Bartonellaceae","-0.32368131160568"
